"flags","cltxt01"
0,"it's nearly been a year since we broke up and I'm still not over him omg😳😳"
0,"I've never lied to my girlfriend until she asked if I was okay and I said yes with tears running down my face in the dark"
0,"Everything in my life is l turning to shit. "
0,"So happy that we have term sick of school😩💟"
0,"My 'best friend' is being such a bitch🙄"
0,"Fed up of my anxiety  it's sky high at the moment  and I can't seem to do anything  by sled anymore \n"
0,"My mum wants me to go on the contraceptive pill for when I move away, I'm not sure about it though..."
0,"I'm gonna fail my gcse on Wednesday 😭"
0,"can there be a day when people can walk around freely with being judged by someone"
0,"Got all day science coursework tomorrow, wish me luck 😣"
0,"This is not worth fighting for I honestly give up on everything 😭"
0,"A year clean👏🏻👍🏼💖🔪"
10,"if you are feeling down and ever need to talk to someone, I'm here. I will help whatever you're going through. just text me at 313 685 2884"
0,"How do you get over a boy when all you can do is think about him.."
0,"It's been over 6 months since I last cut! Let's hope I can keep it up!!!"
0,"I can't tell anyone, I can't even tell myself,  I don't know what's wrong with me."
0,"I don't no what to do😔 My friend and I r both suffering...."
0,"Atm, I'm a B grade student. This is when I don't try. I wish I cared because I could be getting A*s, need a new attitude."
0,"I got a boyfriend but I'm not happy it's not him but it's me😔 "
0,"So glad to know that things actually do get better with a bit of hope and caring loved ones💜 #GratitudeADay"
0,"Tome to see the bullies again and see what rhey install for me today 😁"
0,"My life never changes always the same boring thing. Everythings starting to feel pointless 😕"
7,"great art is an instant arrested in eternity."
0,"All i get told every aingle day is that i dont do nothing when i am practically cleaning up all the time. No one appreciates the things that i do."
0,"I hate lieing to people about how i feel. "
0,"Pop the lock is such a stressful, but so addictive. 😢😂"
0,"Does it get any better? "
0,"Contemplating life and whether its worth the pain and tears "
0,"I wish i could go back. Back to a stage in my life where i could smile, and it didnt take everything in me to do it."
0,"I always have a smile on my face because i know how hard it is to feel like you shouldnt be there.     I feel it everyday..."
0,"litle bit happy    .. coz i can share all that thing .. that I cnt wid my best frnds"
0,"Don't create a gofundme campaign for yourself and ask for donations while you're posting pictures of extravagant trips. "
0,"I needed help. I got help. And im too scared to talk to anyone again"
0,"I feel like I won't find anyone...literally..."
0,"Be you because no one else can 😘💪🏻"
0,"Removing all the snakes in my life and keeping the ones who care🐍🐍🐍"
0,"""All I want to do is be more like me and be less like you""-Numb by Linkin' Park"
0,"My boyfriend cheated on me with my ex bestfriend. I don't see a way forward anymore...I don't want to be here😭😔"
0,"I've been mistaken for a 20 year old and a 11 year old like can't I just look my age 😩🙏🏻"
0,"I want to cut so bad.. But if I do my boy will be so mad and I'm seeing him tomorrow so f**k "
0,"When my friends think sorry can sort things out 😒😒"
0,"want to go all the way to america right now just so i can get into bed beside him and sleep😴"
0,"Behind all the scars the there's someone  beautiful"
0,"I don't know why, but the song If Only by Dove Cameron really helps with my anxiety ☺️"
0,"When are you gonna open up your eyes and fucking realise that I'm not fine."
0,"my life has started to get better, however there's still that one person that upsets me\n"
0,"As much as I enjoy my courses, if I get this apprenticeship I'll get away from those bastards. "
0,"Guys listen to "" Oceans, my feet may fail"" if u haven't heard it already.\nBeautiful song and it can really turn your life around \n"
0,"Finally got my GCSE results and it turns out I failed \n😭"
0,"I like two guys and they like me but the one I message 24/7 and I like that but the other one will just randomly message me and I get those feelings back"
0,"I've been feeling so empty and mentally drained for a while now... I don't know what to do with myself anymore😔"
0,"5/5 # I'm that friend that isn't considered a friend... "
0,"parents can be so disrespectful about your phobias and ptsd"
0,"Feeling like there's nothing to live for."
0,"My mum kept saying she loved me like she was about to 'leave'    😶😥"
0,"You all have a little 'I want to save the world' you. That's why you're here. But let me tell you something. It's okay to only save one person and it's okay if that person is you🙌🏻"
0,"You don't want him back but you wonder if he'll ever return."
0,"been homesick for so long"
0,"I feel so alone at nights 😭"
0,"I really hate being 'flat chested' ITS NOT FUN😶 everyone always judges you😩😁"
0,"I LOVE THE SESHHHH🍻"
0,"tommorow is another day... 😂"
0,"I want to be verified soo BADLY!!!!😭😭😭😭"
0,"Getting fat time to starting to work out 💪🏽💪🏽💪🏽"
0,"My boyfriend makes an argument over anything. \nIt's driving me crazy. "
0,"Does anybody know any ways that I can earn money fast, so I pay for my new camera? "
0,"Good morning to all you wonderful people who make me feel like I somehow belong ❤️"
0,"Why do I feel so emotional today😢"
0,"Me and my boyfriend of 1 year just broke up and i dont know what to do, i have no one else "
0,"Best friend is feeling down and I don't know what to say to her😕"
0,"My boyfriend is truly the best."
0,"Hi"
0,"My sister just told me to jump off a bridge... Little does she know, sometimes I want to "
0,"Feeling Ashamed"
0,"school is the worst"
0,"Feeling Fml"
0,"Do you ever feel like you're living in a shell? Like, you're not the real you, that there's something more hidden deep within you, where nobody can see?"
0,"My grandads gonna die this week and I don't really like him bc he's caused trouble for my family but he's still my mums dad. "
0,"Feeling Sad"
0,"Feeling Grateful"
0,"Shit"
0,"Well there goes my happy mood for a couple of months😔"
0,"The app has finally fixed the crashing when tapped on the iFriend tab, and I couldn't be happier. I also love the animal pet ❤️️"
0,"I feel forgotten about 😢"
0,"My boyfriend is so great oh my goodness 😊 Date ended hours ago but my heart is still racing "
0,"Constantly feeling down and so sad .. Idk what to do or how I can stop it???"
10,"Testing help"
10,"I was raped"
0,"my best friend really puts me down about my mental health yet she is supposed to have mental health issues? I am so confused. I hate Christmas so much."
0,"I go walking every night at like 6-8 near her house hoping to see her just once. It kills me seeing her so little"
0,"Feeling F*ck My Life"
0,"time clean: 0 days"
0,"Feeling Happy"
0,"Feeling Frustrated"
0,"Feeling Sad"
0,"I am going to divide test"
0,"I really need to forget about her and move on but I just have no idea how to. "
0,"I get so angry randomly and I don't know how... I got angry and had a fight with my best friend... I didn't know what to say to her"
0,"It makes no sense but none of my problems seem to matter when I'm comfy in my favourite pjs with a good hot chocolate"
0,"So suicidal "
0,"I wish I had clear skin, better makeup skills and big boobs like all the other teenage girls 😣😞"
0,"'very good, as expected' my lecturer said that on my exam. why did he say that ? it made me happy and.. depressed. bcz i am nothing. i just did it bcz of God's help.\ni am nothing"
0,"Feeling Frustrated"
0,"Feeling Fml"
0,"I wish that I could have a boy best friend who doesnt want to date me"
0,"I want to try pills"
0,"Wishing I had supporting friends 😔"
0,"I don't want to bring a child into this world because I don't ever want them to feel like I've been feeling for the last 6years of my life😩😖✨"
0,"I feel like you've drained how much I care out of me and I really don't want deal with this anymore but I still want to talk to you"
0,"I wish more people would interact with my secrets. It's nice to know that someone is listening."
0,"It's November 6th and I'm really excited for Christmas I need help "
0,"Feeling Sad"
0,"This year has been the best year of my life. I found out what it was like to have friends and I am so thankful for everyone that is in my life"
0,"Today a guy who said he liked me told the same thing to my best friend but she has no idea.. I'm not sure what to do? 😔"
0,"My boyfriend is moving in with another guy and a girl his age (because he can't afford to live alone and I can't move out yet) I don't know how to feel about it :("
0,"I really wish that I had a talent, something I was good at, something I was passionate about.\nA purpose, a reason to get out of bed everyday.\nAt this point it doesn't look like I ever will..."
0,"I need someone to talk to, I'm a week of 3 months clean and I'm struggling not to break it. I'm scared"
10,"hello loku iFriendfive"
0,"Feeling LOL"
0,"Last time I used this app I was in a bad place I'm proud of how far I've come, you can do it too 💕"
0,"Feeling Anxious"
0,"I have bruises and scratches no one can know about \n"
0,"Effin cow!!! 😡😡😡😡"
7,"tried to commit suicide about three days ago with a shotgun I didn't do it just cause I didn't want my sister to walk in my room and find my body life less idk wat I was thinking at the time  "
0,"Feeling lol"
0,"Why don't my friends wanna see me"
0,"Ashamed of my-myself because I was naughty and now I can't go and whatch the Christmas lights"
0,"Feeling Anxious"
0,"I love making others feel happy, loved or safe. If I will never feel happy, why not help other people feel happy? "
0," ""Did you wanna, live fast or die?"" "
0,"Wish I was one of these people who sleep easy at night and don't lie away forever overthinking"
0,"Feeling Lonely"
0,"Can someone be proud of me.. please"
0,"Nice page"
0,"Feeling Scared"
0,"""Hello, anybody there ?"""
0,"Any good anime suggestions???"
0,"Feeling Anxious"
0,"Just gotta loveee being ignored🙄"
0,"I'm here for anyone, If you need to talk I'm here 💕"
0,"Feeling Grateful"
0,"I'm so frustrated with my sister siting up all night on her laptop, I don't think she even realised how badly it affects me with her keeping me up all night with the light/irritating typing sound"
10,"12334454"
0,"How do I make things better with my bff? I was upset today she asked me wat was wrong and she had a go! This was over text btw. Plz let me know what u think"
0,"Every day I am terrified of everything- every time I speak, I think ""why did I say that "" I'm scared of the reaction of the person I speak to."
10,"u dont take your tablet and have such bad acid reflux it makes u cough your head off, keeping us all a wake... well shut the fuck up and take your fucking meds! Stop attention seeking u prick!"
0,"Feeling F*ck My Life"
0,"Feeling Frustrated"
0,"Feeling Lonely"
1,"This app is truly amazing 💞"
10,"chantellethe2nd -- sc feels"
0,"Feeling Lol"
0,"My friends dogs cousins mums dads uncles dog was diagnosed with cripplingdepressionitis syndrome😭"
0,"Feeling Sad"
0,"today has been a great day for me , thank you universe"
0,"Just let me die😞 I want the ground to just swallow me up. I can't stay 'just friends' with her😞😞😞"
0,"Feeling Love"
0,"Feeling Lonely"
0,"My mums just been taken to hospital"
0,"Wishing my confidence will go up and my social anxiety will go down so i can properly sing "
0,"press me2 if you have self-harmed for any other reason then being sad "
0," I am reading j.k Rowling novel"
0,"I never feel pretty anymore, even when I wear makeup or dress nice. I always feel incredibly ugly."
0,"Flashbacks and the need to hide in a cabinet and having problems sleeping are coming back in full force."
0,"Maybe I'm better off dead."
0,"Feeling Scared"
0,"I have a hopeless crush on a guy who doesn't even know how happy he makes me ❤️❤️"
0,"i dont understand why all my mates leave me "
0,"12:03, here I am once again, alone, crying in the night so no one can hear me, fighting this silent battle on my own. I'm not strong enough anymore, I just need someone to tell me, it's okay. "
10,"eden garden one day match"
0,"Everyday I fall in love with you even more, I know I don't talk much on the phone but I do love you❤"
0,"I hate that I can never be good enough for him "
0,"I wish my life was easier"
0,"Feeling Anxious"
0,"Living at risk is jumping off the cliff building your wings on the way down :) "
10," at school"
0,"Everyone I could possibly trust to turn to for help is asleep 😭 sad loner here"
0,"Feeling Fml"
0,"How do I get through this 😫"
0,"Don't ever give up, I almost did completely and now I'm happier than ever. It will happen!"
0,"Any people who like rock music add me!!😊"
0,"I'm so in love with him but I don't think he will ever know how much because I doubt he could ever see me as more than a friend "
0,"I hope everyone is okay and content with themselves ❤ you are all beautiful souls who deserve love and happiness ⭐ happy new year all 🌚"
0,"I love how shopping sales decide to throw up in your Facebook newsfeed when you have no money. pls stahp! I'm brokee! "
0,"Feeling Anxious"
0,"Feeling Sad"
0,"Feeling Anxious"
0,"third post good morning"
0,"""Come on! Come on!"""
0,"Feeling Love"
0," ""All these mixed up signals."" "
0,"Feeling Lonely"
0,"hurrey.....\n"
0,"Reach for the moon, that way if you fail you'll be among stars."
0,"My dad is leaving... "
0,"Feeling Lonely"
0,"I miss you so much. I promised you that I would never forget you. I will keep that promise until the day I die. Even if I NEVER SEE YOU AGAIN. I PROMISE. 😢"
0,"my friends iFriendtwo and iFriendone @"
0,"It's not that I want to die specifically. It's just that I don't want to continue living in this pain"
0,"I finally feel free after getting the courage to leave him..."
0,"test first \n"
0,"Good Morning\n"
0,"feeling good great day😆😆\n"
0,"what's worse is the teachers are encouraging and laughing about it too...if I killed myself I'm sure they wouldn't find it funny anymore so why laugh at it now? "
0,"I see not of tomorrow nor the next\nWhat I see now may not be the best\nbut what will come tomorrow might be the reason my head will lift."
0,"I want to die!!!!"
0,"Feeling Frustrated"
0,"Feeling Anxious"
0,"Feeling Anxious"
0,"And a man nicobaar\n"
0,"Feeling Frustrated"
0,"I hate Christmas I have since my gran died it's just not the same anymore 😔"
0,"I wish I was pretty I'm ugly "
10,"if there is anyone out there who is looking for a date call this number I'm a very cute guy just can't find the right girl 208_534_7412"
0,"Feeling Happy"
0,"I had a panic attack on the coach and this woman helped me when I got off of the coach, she helped me calm and the driver allowed me to sit at the front alone."
0,"I've fallen for him, and he'll never know. "
0,"There's this really cute girl at college with short red haired and oml I really want to talk to her"
0,"Amazing app \n"
0,"""One day my prince will come"" but I hope it's not to long of a wait because I need you more than ever right now "
0,"Youtubers help me more with coping than people in real life do. I guess laughter is really the best medicine. =\u0004"
0,"😏I'm buysexual                  You buy food, I get sexual😏"
0,"I had a really bad day and I just want my best friend to message me =-"
0,"I feel like a shopping spree... I just wish everything was free😩"
0,"I am unsure if I am straight or bi=k=m"
0,"I can't sleep :( "
0,"Homework sucks-_-"
0,"all my friends are prettier than me..I'm the duff=\u0013"
0,"Baby girl you're a star, don't let them tell you any different"
0,"I seem to say sorry for everything I do even if it's not my fault I always say sorry =\u0014 sorry "
0,"I've cried myself to sleep last night because my grandpa's going to die soon and it breaks my heart =\u0013"
0,"Had the first good day in ages. "
0,"Always remember you are special! You are loved! And you can change the world! ❤️❤️🌎"
0,"Tearing up at skyfall before M even dies"
0,"When the dick not good"
0,"Heart this if you think we should get a group chat?!"
0,"Ha well I did shit on my exam "
0,"Hate when u just want to curl up in a ball and cry but u can't cause u have company "
0,"After three months of fighting for us I finally have you back and I have never been happier💖"
0,"What the heck is going on =\u0013=\u0013=\u0013=\u0013=\u0013"
0,"I have no friends I can trust anymore... They're fake af"
0,"Lovesick "
0,"I have boobs, I have a butt, I have an education...I just need a life "
0,"Silent secret has literally helped my life! I now have somewhere to put my feelings without getting judged or picked on 😅 "
0,"I wish I wasn't swimming on my own, wish I had a friend to swim with😔"
0,"So the operation might be in April 😔😔"
3,"I really like this guy, but don't know how to tell him =\u0014 can someone text me with what to do =#    (07518044975) "
0,"I'm happy atm...Can it stay this way for a full day? "
0,"Dogs are better than people"
0,"To all the girls out there that think they're fat, tbh I don't like skinny girls, not trying be bad skinny girls but I prefer a thick curvy girl with a bit of meat to play with it "
0,"Not being happy in your own body 😔"
0,"This app has helped me millions!!!!!! THANK YOU! Xxx"
0,"if you ever feel lonely chat to people online for example meowchat! I've made some great online friends now 😋"
0,"I turned 13 the other day and I said to myself 2 months ago that I wouldn't be here, but sadly I am still=\u0014"
0,"All of a sudden I've been having mood swings and I've been upset and anxious about my weight and looks and if people like me and I'm starting to think I'm depressed😭"
0,"I always bottle things up 😴 "
0,"peoples kindness makes me smile 😊"
0,"Suicide means no more hurt no more pain no more having to feel this way "
0,"i hate myself and want to die "
0,"I love my mind and hate it as the same time. Some days I just think up random stuff and it makes me happy, sometimes I tell myself that I'm worthless and lonely and incapable of companionship. lol."
0,"it annoys me when girls complain about the things some boys expect of them when so many girls do the same about boys.  "
0,"Feeling Happy"
0,"I'm a failure"
0,"Do you ever just feel like your not worth anything, and nobody cares about you?"
0,"Fuck it, nope, I will not cut & I will not restrict my diet intake tomorrow, nope, nope, nope, if I wanna stay off section & get home for Christmas then I NEED to do this! #recoveryandshit"
0,"I'm surrounded by people constantly and yet I'm so alone. "
0,"in PE I didn't have my cutting hidden\nand the girls said I was doing it for attention. they don't even know me\nso why should they judge what I\ndo to my own body. it's not \nlike they care anyway"
0,"I have a speaking and listening assessment in 2 days and I haven't even started on what I am going to talk about"
0,"Can't sleep..."
0,"I can't go on like this anymore, I'm so messed up, I never want to hurt anyone yet I do, I just want to make everything better for everyone. I hate feeling like this 😖😔😕😢😭"
0,"Am I the only one who wonders what the purpose of life actually is?<\u000e"
0,"Just feel like everyone if pretending to be my mate...know one really cares about me...they act like they do but deep down I know they don't have =\u0014 even my boyfriend ignores my messages"
0,"Love how you can say absolutely anything on this app and no one can judge you for it❤\n\nFeeling: Proud😊"
0,"I'm in the mood=\u000f=\u000f=\u000f=\u000f=\u000f=\u000f"
0,"It's been over 4 months now and I'm still getting shit for having a child. I am proud for having the most beautiful boy but I am done with this shit. =\u0013"
0,"Feeling Anxious"
0,"Go ahead and laugh cos it's funny I would to if I saw me 😔😭🔪💊"
0,"What do you do when you think you need help but can't talk to anyone ?:((((( "
0,"Forever feeling like I have no one anymore. "
0,"hi my lovelies♡\n"
0,"I hate how weak I've become. "
0,"I just need someone to tell me i'm not as worthless as I feel.. But thats impossible"
0,"Half 3 in the morning, watching tv eating a muffin... Summer body, here I come.\n\nNot."
0,"Have you ever thought you need a change? Well I do and I can't wait to get started!!!😋"
0,"I have exams coming up and my mom is putting a lot of pressure on me to do well I know is means the best but it's stressing me out"
0,"If you're reading this, you're amazing. Even though at night you can't stop crying. Even though you think you're a piece of nothing. Even though you feel like dying. I promise you, you're somethingd\u000f"
0,"I'm a mess. 😭🔫 just kill me already."
0,"People say I'm really good looking for a fat guy. But I'll never ever be able to speak to a girl until I lose my weight, I'm too insecure and scared of rejection "
0,"I really want to self harm again "
0,"When people volunteer to read in class but than they stutter and take five minutes to read one sentence and you just want to CHUCK A BOOK AT THEM"
0,"Ever wanna cuddle with your boyfriend and then realise that you don't have one lol same.🌸👽"
0,"Sick to death of fake friends 😡"
0,"Love it when that one person is always there for you and has your back 100% =�"
0,"I just really want to go to sleep and never wake up =\u0014"
0,"Whoa what? When did I get verified? Thanks guys! It means everything 😅😊"
0,"I envy Everyone elses relationship they are all so close and it seems perfect but we are so distant why cant we be like them ? 😭"
3,"To =3, I'm sorry for your circumstances and I hope it all works itself out=\n But I've had years to think it over and you'd be underestimating me if you think I wouldn't help it happen...=\b"
0,"The cutting is getting so much worse. I go deeper and more often          SG=<"
0,"miss my ex like crazy, he recently started speaking to me again and although I'm happy about it, it makes me feel so empty, our conversations aren't like they used to be=)"
0,"Officially done."
0,"Ita been 11 months, and I'm still not over you 😔😔"
0,"I love my scars 💗"
0,"I just got verified!!!"
0,"not good when your bestfriend of 5 years, whom you've never fallen out with before suddenly decides to hate you "
0,"I have no friends "
0,"I always have this pain in my stomach when I'm screaming inside and I just want to scream out loud that's why I cut. I hurt the thing on the outside to kill the thing on the inside 😔😭🔪"
0,"He doesn't care..."
0,"Everyone keeps telling me that I'm lucky to be thin but still have a figure. I don't think they realise that even though they say I'm thin all I hear is them telling me I'm ugly. I can't help it=6"
0,"I want to be an Enrique Iglasias song=\r"
0,"Forever feeling like I'm not prettier enough for you!!! 😔😔"
7,"Oi,alguém do secret antigo por aqui?\n"
0,"Since I've been with him, I haven't had one suicidal thought! I love him =\r=M<�"
0,"Got home to my new wife and baby and only now realised how much I mean to them taking the rest of week of to spend more time with them. "
0,"Nobody deserves to be treated like an option. "
0,"I got rejected from my final nursing course for uni today. I feel like my life is absolutely pointless. I am absolutely gutted "
0,"I don't care what happens to me right now. I want my dad. I cbb pretending to not care now! It's killing me and you didn't notice. =-"
0,"I want to have sex with a 47 year old man he's fitttt =�=�=�"
0,"I'm one of those girls who will talk about how fit boys are but is actually gay , people always ask how I'm so happy but I go home and cry , work to feed myself but I always find time to help everyone"
0,"Why am I emotional now "
0,"I was molested when I was 7. Now I'm 15 and only started telling people this year.. Now my friends treat me differently and my parents don't know. So lost and confused.."
0,"I'm faking being okay so my mum doesn't send me back to see a professional for the third time"
0,"The guy I have liked for ages, I feel now likes one of my close friends. I'm sick of rejection "
0,"Was feeling a little down today, so my sister made me cupcakes. ""Cupcakes are my happy food, so maybe they'll make you happy"" I love her❤️"
0," ""I believed all of your dreams, adoration"" "
0,"I'm on the trending list. Woohoo!!"
0,"Feel like everythings getting worse like i cant even go a day wivout losin mi temper or cryin mi eyes out or regretin everything  😭 Wish everything would change cant do it anymore 😭😭😭"
0,"Yesterday I was high and this old guy that lives at my friends place thought he had the right to touch me, because I was high and 'I wouldn't even remember' 😔🔫"
0,"Got a compliment from the most popular girl in school today and it made my day even though it was the last lesson. She said I was ""nice to hang 'round with"". So happy for once. Thank you love x "
0,"I know this sounds mean and ungrateful, but my brother is a spoilt little brat and it's getting on my nerves"
0,"Drove past my ex today. It fucking sucked."
0,"You know all I wanted is to have a family I wanted my mum, dad and 2 brothers but know you had to go and ruin it bye dad it's just us now mum dads gone "
0,"Does anyone else feel so very alone even when they know they've got people supporting them? 😐"
0,"I feel like I'm the 'friend' that no one cares about.... I stick up for them when no one else will, but they never stick up for me =\u001e"
0,"Was born a girl but im a boy in a girls body And im transgender love it trans is beautiful 😍🔐"
0,"I think I have problems like anxiety, depression, paranoia but I don't want to go to anybody for help because everyone will find out and I trust nobody "
0,"If something is going on in your life, talk about it. Don't take it out on others. That's how you loose everyone around you. "
0,"You want me to stop fighting with you but I'm not fighting with you, I'm fighting for you.                               For us."
0,"I have to get the bus to my dads in an hour, my cuts are fading but they're still noticeable. Idk what to do "
0,"Fake friends can suck my big toe"
0,"I don't know if I like him or if I just like the idea  of being in a proper relationship......"
0,"Wishing I could be pretty like these other girls😔😣💔"
0,"My life is full of anxiety. Day by day it never leaves. Stress has become my new best friend, it sticks around day and night. When will I ever win this fight"
0,"being able to be happy throughout life,habe a family,get a chance to get rid of anxiety and all the problems would be lifes biggest achievement to me,to all of us!!☺"
0,"Hi I am ready\n"
0,"trying to think of some excuse so I don't have to go to school tomorrow can't deal with it"
0,"Everyone has a different version of 'their' perfect world, and that's why this world is fucked"
0,"After changing myself so much to be in the 'popular group' I don't recognise me anymore"
0,"Casually smoking away the pain .."
0,"Goodbye, no point in coming back😔"
0,"all my best mates have boyfriends and have nice bodies, then there is me who don't have a social life, lays in bed all day and wonders why I'm fat=\u0005=\u0001"
0,"If only"
0,"I'm still sad Zayn Malik left, but if he's happy I am happy for him"
10,"Jdkdjdkdkdkdjkdksksksjssk"
0,"Am I the only one who feels your hair, your breasts, you butt or part of your physical appearance sometimes defines you and you feel that's what people see?"
0,"I'm not afraid to die, it's the people I would hurt when I'm gone =-"
0,"Last Thursday I skived off school to go to Chesterfield to see my collage friends and everyone thinks i was ill ! I dont feel bad but i wonder... should I? =5 "
0,"Omg my account is verified=1 I feel famous=�<�=\u0002=\u0002 thanks to whoever verified me=H"
0,"I caught feelings for a guy I've never met but skyped a lot and I feel so empty inside because I never got to be with him =-            Glamarz =�"
0,"Slit your wrists, \nCut your thighs, \nFake a smile, \nDry your eyes,\nHate yourself, \nHate your life, \nWelcome to my world of lies!"
0,"When your friend goes for your ex and tries to make me jealous. Yeah you're a fucking hoe. "
0,"Any Welsh people here??!! 👍🏼🏉"
0,"Your nothing but a two faced bitch and you only care about yourself, good luck in life honey. Seriously hope you get a punch in the face pretty soon, maybe it'll knock some sense into you."
0,"I need help\n"
0,"I can't sleep. I am in love with one but can't stop thinking about my dock of an ex, it's depressing me=\u001e=!=+"
0,"'I miss you'                Yeah I thought I would☺️"
0,"When you sit in your room alone and feel very Low of myself it makes you feel like shit more go do something you love or good at it boosts your self esteem I have to do it all the time 😓"
0,"My life is he'll,  I never have one positive thought go through my head. I get used, I feel unwanted, not loved. I don't know what to do wit myself anymore?\n😢"
0,"I did it again, I'm so ashamed. I can't go one day without being depressed, some moments when I'm happy but at the end of the day I cry myself to sleep and have depression "
0,"I fantasise about killing myself for hours every day. I can't remember the last time I was happy. I wasn't even happy on my birthday."
0,"Italy soon 👌🏻🌞🎉"
0,"Change for yourself, not for someone."
0,"I asked if you still loved me, you hesitated that's the moment when I knew I lost you forever"
0,"You keep your mouth shut so you don't ruin their relationship, even though you hope it burns because you love them more than they can imagine."
0,"I hate it when some one says something to you but you have no idea what they said so you just awkwardly laugh, hoping that they don't speak to you again as you slowly run away in embarrassment =\u0002=\u0012"
0,"Haven't been this happy in a while🙈"
0,"urgh I hate not being able to talk to my boyfriend in so long "
0,"If you transform your mind, God will transform your life!!!!!😊"
0,"When you realise it's still only Monday "
0,"Uh why can't something just go right for me for once?"
0,"Life is shit sometimes, deal with it."
0,"When am stress I eat so much😤"
3,"We should have profiles with total amount of hugs, hearts and me2's gained? Maybe a levelling system? Or a friend system? idk just throwing out ideas"
0,"I feel empty... "
0,"Ranting with your bestfriend🙏🏼"
0,"I draw with silver and it turns to red"
0,"I'm dyeing my hair pink tomorrow ,you have to do things for yourself that make YOU feel happy,not what others want you to do to keep them happy=�"
0,"Cba for anything right now just wanna curl up in a ball and ignore the world "
0,"I'm 5'2 and have big tits and a massive ass my body is so out of proportion yet I love it =\u000b"
0,"why does the guy next to me have a boner?=\u0002"
0,"Love is complicated."
0,"my girlfriend is upset and I don't know how to comfort her. I'm so useless. "
0,"20 days clean =\n"
0,"Every time i think that im moving on with my life. Something/someone brings me right back to missing everything that we had💭"
0,"I'd much rather be in bed sleeping than working right now...=4"
0,"I finally found the boy for me , I was so naughty at school but he's helped me and I have changed so much (in a good way) 😄 boys r ok really 😂"
0,"I love him but I feel like I'm only being used for my body sometimes "
0,"I lost a great friend.. I hate myself. I don't know what to do😢😭"
0,"I'm sorry. I broke my promise. I did it again =% I promised you I wouldn't, but I had to. I just needed to do it. I'm so sorry "
0,"I like dandelions, they're weeds, but try to be flowers... Kind of like me.. I'm not okay, but I pretend to be..."
0,"Keep on smiling \n=\u0000"
0,"One of my friends has a boyfriend but i went out with him first and I still like him but my friend went to Portugal to live there forever and now I want to find out if the broke up what do I do?"
0,"Depression is like a war. You either win or die trying "
0,"Was there really any point me being here "
0,"Only if I had a gun."
0,"I havent seen my dad in about a year now, ive forgotten what he looks like and I'm nkt sure i want to remeber"
0,"When the suicidal thoughts come back "
0,"I'm questioning my sexuality 🙎👩‍❤️‍👩💑🙎"
0,"The moment when you think you're verified..... And then it turns out you're not =-"
0,"You ever get that feeling in your stomach when someone breaks your heart... Like your butterflies have just died 😔"
0,"Can't trust anyone. No one to talk to. Hate myself. Can't stop cutting. Panic attacks. What's the point anymore."
0,"the way my ex lies just because he knows i'll be there in a click of a finger, love him :("
0,"I am so happy with my life right now, I feel truly infinite and I can tell you it's one of the best feelings in the world=\u0006"
0,"I give up on trying to make my parents happy and proud I give up I hate it \n\nbut yet for some stupid reason I still try "
0,"happy birthday to the one person i care most about in this universe. or maybe not this universe. you deserve everything that makes you happy. i love you more than anything. 5/2/16"
0,"I need a new group of friends, these ones keep lying to me. "
0,"I recently found feelings for my best friend and I don't know what to do =- I don't want to lose him if I tell him how I feel, it's so hard! I don't know how to live anymore =*=%"
0,"Going in a walk with a guy and knowing there is a connection and he knows that but choses to ignore it because of his girlfriend ... "
0,"I am Gay"
0,"So I'm gay but my ex keeps flirting with me and we had sex (like gooooooooooood sex) but I have no feelings for him what so ever! What do I do?"
0,"हेल्लो फ्रेंड्स\n"
0,"My mum puts me down about so much stuff; I'm not a good enough footballer, I have a bad attitude, I should try harder not to fall out with people. I'm sick of always listening to criticism! 😢😫😡"
0,"I don't want to be one of those old people who regrets things they didn't do when they were young or had the opportunity "
0,"I wish my mother understood me more "
0,"I almost cut today but I was too scared my boyfriend would find out again 😔 something doesn't feel right 😕 "
0,"Your cute 😍... Your beautiful ❤️ , that made you smile didn't it 🙊 hope everyone is having a lovely day ✨"
0,"I miss talking to you. "
0,"I follow no religion and had a discussion with a Muslim about the creation of the universe and it was very interesting.  Don't stereotype people because your just lying to yourself."
0,"I keep a lot of shit to myself because in reality, nobody gives fuck."
0,"Does anyone else ever get really sad for no reason? "
0,"I care about my boyfriend but it just doesn't feel right. I feel like it's gonna end badly sooner or later... Do I end it now? I feel like it isn't going to last no matter how much I want it too."
0,"Such an amazing second day at the NYO residential 🎉 Finally happy for once in my life!! Absolutely love being around musicians who share the same love of classical music as me! 🙈🎺"
0,"I kinda want to be Christian Grey's Anastasia Steele "
0,"When you take forever to reply and you're constantly on your phone when I'm with you, it just makes me think about who else your talking to..? "
0,"Hey <\u0019 pleasure to meet you=\n-<D"
0,"Just Od "
0,"I look in the mirror and I want to break it into a thousand pieces... I hate me "
0,"Kya bat kya baat kya baat"
0,"I haven't had a boyfriend in 5 years. Just want someone to cuddle, watch films, play Xbox, chill with."
0,"I found out that everyone was speaking about my selfharm and I never even knew that they knew about it =\u0014"
0,"The last day of the Olympics should be all the gold medalists in a big game of football so that there is an ultimate champion 💪"
0,"i get no hugs, me2 or ❤️ on here not liked on here or anywhere else ✋🏽"
0,"fake smiles are my best friend, they can always keep a secret or something hidden and I always find myself hanging out with a fake smile more than anyone else"
0,"I am emotionally unstable "
